Area Name,Birth place,Total,Male,Female,Rural_Total,Urban_Total
State - NCT OF DELHI (07),United Arab Emirates,298,161,137,1,297
State - NCT OF DELHI (07),Kazakstan,6,0,6,0,6
State - NCT OF DELHI (07),Vietnam,68,33,35,0,68
State - NCT OF DELHI (07),France,93,46,47,1,92
State - NCT OF DELHI (07),Germany,102,40,62,1,101
State - NCT OF DELHI (07),Portugal,5,2,3,0,5
State - NCT OF DELHI (07),UK,542,234,308,8,534
State - NCT OF DELHI (07),Kenya,88,48,40,1,87
State - NCT OF DELHI (07),Mauritius,28,11,17,0,28
State - NCT OF DELHI (07),Nigeria,146,99,47,0,146
State - NCT OF DELHI (07),Uganda,20,9,11,0,20
State - NCT OF DELHI (07),Zambia,19,9,10,0,19
State - NCT OF DELHI (07),Canada,133,68,65,1,132
State - NCT OF DELHI (07),U.S.A.,599,292,307,1,598
State - NCT OF DELHI (07),Australia,86,43,43,0,86
State - NCT OF DELHI (07),Fiji,4,2,2,0,4
State - RAJASTHAN (08),Jammu & Kashmir,11207,6222,4985,4954,6253
State - RAJASTHAN (08),Himachal Pradesh,9753,4931,4822,3495,6258
State - RAJASTHAN (08),Punjab,227391,81233,146158,138441,88950
State - RAJASTHAN (08),Chandigarh,1389,544,845,238,1151
State - RAJASTHAN (08),Uttarakhand,25105,11561,13544,3040,22065
State - RAJASTHAN (08),Haryana,545576,88380,457196,402120,143456
State - RAJASTHAN (08),NCT of Delhi,71269,20574,50695,15745,55524
State - RAJASTHAN (08),Uttar Pradesh,615357,197934,417423,255203,360154
State - RAJASTHAN (08),Bihar,145008,81289,63719,26364,118644
State - RAJASTHAN (08),Sikkim,158,83,75,38,120
State - RAJASTHAN (08),Arunachal Pradesh,241,100,141,64,177
State - RAJASTHAN (08),Nagaland,394,174,220,79,315
State - RAJASTHAN (08),Manipur,658,298,360,90,568
State - RAJASTHAN (08),Mizoram,192,104,88,50,142
State - RAJASTHAN (08),Tripura,620,215,405,227,393
State - RAJASTHAN (08),Meghalaya,446,195,251,57,389
State - RAJASTHAN (08),Assam,11264,4084,7180,3250,8014
State - RAJASTHAN (08),West Bengal,69222,33432,35790,15609,53613
State - RAJASTHAN (08),Jharkhand,14317,6987,7330,4455,9862
State - RAJASTHAN (08),Odisha,14145,6643,7502,3439,10706
State - RAJASTHAN (08),Chhattisgarh,7149,3077,4072,3055,4094
State - RAJASTHAN (08),Madhya Pradesh,563154,127269,435885,327994,235160
State - RAJASTHAN (08),Gujarat,185871,39082,146789,110209,75662
State - RAJASTHAN (08),Daman & Diu,26,17,9,6,20
State - RAJASTHAN (08),Dadra & Nagar Haveli,33,14,19,15,18
State - RAJASTHAN (08),Maharashtra,59213,19797,39416,15365,43848
State - RAJASTHAN (08),Andhra Pradesh,11194,4458,6736,2962,8232
State - RAJASTHAN (08),Karnataka,8725,3035,5690,2686,6039
State - RAJASTHAN (08),Goa,345,132,213,59,286
State - RAJASTHAN (08),Lakshadweep,458,276,182,288,170
State - RAJASTHAN (08),Kerala,18919,8340,10579,3323,15596
State - RAJASTHAN (08),Tamil Nadu,7786,3596,4190,1649,6137
State - RAJASTHAN (08),Puducherry,63,21,42,39,24
State - RAJASTHAN (08),Andaman & Nicobar Islands,127,44,83,25,102
State - RAJASTHAN (08),Afganistan,45,25,20,1,44
State - RAJASTHAN (08),Bangladesh,2486,1242,1244,1374,1112
State - RAJASTHAN (08),Bhutan,23,10,13,2,21
State - RAJASTHAN (08),China,42,33,9,30,12
State - RAJASTHAN (08),Indonesia,17,4,13,0,17
State - RAJASTHAN (08),Iran,21,10,11,0,21
State - RAJASTHAN (08),Iraq,4,3,1,0,4
State - RAJASTHAN (08),Japan,28,25,3,17,11
State - RAJASTHAN (08),Kuwait,158,73,85,40,118
State - RAJASTHAN (08),Malaysia,10,4,6,4,6
State - RAJASTHAN (08),Mayanmar,130,81,49,4,126
State - RAJASTHAN (08),Nepal,8504,4984,3520,1646,6858
State - RAJASTHAN (08),Pakistan,81631,43613,38018,41022,40609
State - RAJASTHAN (08),Saudi Arabia,68,48,20,18,50
State - RAJASTHAN (08),Singapore,21,12,9,6,15
State - RAJASTHAN (08),Sri Lanka,42,7,35,31,11
State - RAJASTHAN (08),Turkey,1,1,0,0,1
State - RAJASTHAN (08),United Arab Emirates,162,95,67,24,138
State - RAJASTHAN (08),Kazakstan,1,0,1,0,1
State - RAJASTHAN (08),Vietnam,2,1,1,0,2
State - RAJASTHAN (08),France,11,1,10,1,10
State - RAJASTHAN (08),Germany,17,8,9,4,13
State - RAJASTHAN (08),UK,33,13,20,3,30
State - RAJASTHAN (08),Kenya,9,2,7,0,9
State - RAJASTHAN (08),Mauritius,2,1,1,0,2
State - RAJASTHAN (08),Nigeria,14,5,9,1,13
State - RAJASTHAN (08),Uganda,2,1,1,0,2
State - RAJASTHAN (08),Zambia,1,1,0,0,1
State - RAJASTHAN (08),Canada,27,12,15,13,14
State - RAJASTHAN (08),U.S.A.,102,47,55,4,98
State - RAJASTHAN (08),Australia,25,11,14,8,17
State - RAJASTHAN (08),Fiji,1,1,0,0,1
State - UTTAR PRADESH (09),Jammu & Kashmir,25050,13712,11338,7459,17591
State - UTTAR PRADESH (09),Himachal Pradesh,20736,9555,11181,4354,16382
State - UTTAR PRADESH (09),Punjab,148629,64243,84386,71262,77367
State - UTTAR PRADESH (09),Chandigarh,5095,1667,3428,1331,3764
State - UTTAR PRADESH (09),Uttarakhand,416511,108417,308094,181483,235028
State - UTTAR PRADESH (09),Haryana,230804,44440,186364,124116,106688
State - UTTAR PRADESH (09),NCT of Delhi,436643,153979,282664,66078,370565
State - UTTAR PRADESH (09),Rajasthan,287923,53067,234856,159526,128397
State - UTTAR PRADESH (09),Bihar,1121436,320267,801169,610258,511178
State - UTTAR PRADESH (09),Sikkim,342,147,195,62,280
State - UTTAR PRADESH (09),Arunachal Pradesh,702,319,383,177,525
State - UTTAR PRADESH (09),Nagaland,693,274,419,175,518
State - UTTAR PRADESH (09),Manipur,1330,839,491,249,1081
State - UTTAR PRADESH (09),Mizoram,190,76,114,56,134
State - UTTAR PRADESH (09),Tripura,773,360,413,140,633
State - UTTAR PRADESH (09),Meghalaya,934,437,497,135,799
State - UTTAR PRADESH (09),Assam,29773,10731,19042,11142,18631
State - UTTAR PRADESH (09),West Bengal,244273,59590,184683,133067,111206
State - UTTAR PRADESH (09),Jharkhand,114980,39043,75937,60688,54292
State - UTTAR PRADESH (09),Odisha,37902,12198,25704,17684,20218
State - UTTAR PRADESH (09),Chhattisgarh,53501,20408,33093,36518,16983
State - UTTAR PRADESH (09),Madhya Pradesh,677993,84006,593987,451498,226495
State - UTTAR PRADESH (09),Gujarat,21862,6775,15087,7325,14537
State - UTTAR PRADESH (09),Daman & Diu,15,5,10,5,10
State - UTTAR PRADESH (09),Dadra & Nagar Haveli,205,57,148,106,99
State - UTTAR PRADESH (09),Maharashtra,80983,21853,59130,32996,47987
State - UTTAR PRADESH (09),Andhra Pradesh,16136,6881,9255,2942,13194
State - UTTAR PRADESH (09),Karnataka,8716,3550,5166,1928,6788
State - UTTAR PRADESH (09),Goa,760,268,492,238,522
State - UTTAR PRADESH (09),Lakshadweep,1313,747,566,918,395
State - UTTAR PRADESH (09),Kerala,21520,9666,11854,2244,19276
State - UTTAR PRADESH (09),Tamil Nadu,10507,5020,5487,1068,9439
State - UTTAR PRADESH (09),Puducherry,141,60,81,40,101
State - UTTAR PRADESH (09),Andaman & Nicobar Islands,313,133,180,67,246
State - UTTAR PRADESH (09),Afganistan,37,19,18,0,37
State - UTTAR PRADESH (09),Bangladesh,23511,6519,16992,20662,2849
State - UTTAR PRADESH (09),Bhutan,130,70,60,37,93
State - UTTAR PRADESH (09),China,45,13,32,18,27
State - UTTAR PRADESH (09),Indonesia,26,5,21,3,23
State - UTTAR PRADESH (09),Iran,90,48,42,3,87
State - UTTAR PRADESH (09),Iraq,46,27,19,4,42
State - UTTAR PRADESH (09),Japan,49,11,38,5,44
State - UTTAR PRADESH (09),Kuwait,61,31,30,7,54
State - UTTAR PRADESH (09),Malaysia,46,18,28,17,29
State - UTTAR PRADESH (09),Maldives,1,0,1,1,0
State - UTTAR PRADESH (09),Mayanmar,682,344,338,307,375
State - UTTAR PRADESH (09),Nepal,124085,15387,108698,98581,25504
State - UTTAR PRADESH (09),Pakistan,50021,26296,23725,9114,40907
State - UTTAR PRADESH (09),Saudi Arabia,631,381,250,155,476
State - UTTAR PRADESH (09),Singapore,89,32,57,26,63
State - UTTAR PRADESH (09),Sri Lanka,59,28,31,14,45
State - UTTAR PRADESH (09),Turkey,7,2,5,0,7
State - UTTAR PRADESH (09),United Arab Emirates,287,181,106,73,214
State - UTTAR PRADESH (09),Kazakstan,7,3,4,0,7
State - UTTAR PRADESH (09),Vietnam,8,5,3,0,8
State - UTTAR PRADESH (09),France,17,6,11,1,16
State - UTTAR PRADESH (09),Germany,44,24,20,6,38
State - UTTAR PRADESH (09),UK,186,91,95,17,169
State - UTTAR PRADESH (09),Kenya,27,10,17,1,26
State - UTTAR PRADESH (09),Mauritius,7,4,3,2,5
State - UTTAR PRADESH (09),Nigeria,14,5,9,0,14
State - UTTAR PRADESH (09),Uganda,2,2,0,0,2
State - UTTAR PRADESH (09),Zambia,5,2,3,0,5
State - UTTAR PRADESH (09),Canada,75,32,43,29,46
State - UTTAR PRADESH (09),U.S.A.,739,350,389,21,718
State - UTTAR PRADESH (09),Australia,61,25,36,5,56
State - UTTAR PRADESH (09),Fiji,3,1,2,2,1
State - BIHAR (10),Jammu & Kashmir,7797,4337,3460,6644,1153
State - BIHAR (10),Himachal Pradesh,4656,2412,2244,3887,769
State - BIHAR (10),Punjab,4757,1353,3404,2954,1803
State - BIHAR (10),Chandigarh,269,61,208,169,100
State - BIHAR (10),Uttarakhand,973,258,715,442,531
State - BIHAR (10),Haryana,2454,918,1536,1199,1255
State - BIHAR (10),NCT of Delhi,14099,3229,10870,9356,4743
State - BIHAR (10),Rajasthan,7288,2979,4309,1733,5555
State - BIHAR (10),Uttar Pradesh,318803,30348,288455,254367,64436
State - BIHAR (10),Sikkim,311,54,257,141,170
State - BIHAR (10),Arunachal Pradesh,303,89,214,200,103
State - BIHAR (10),Nagaland,465,95,370,341,124
State - BIHAR (10),Manipur,264,82,182,137,127
State - BIHAR (10),Mizoram,32,7,25,12,20
State - BIHAR (10),Tripura,192,68,124,78,114
State - BIHAR (10),Meghalaya,294,97,197,143,151
State - BIHAR (10),Assam,14156,2041,12115,10604,3552
State - BIHAR (10),West Bengal,224901,27850,197051,164204,60697
State - BIHAR (10),Jharkhand,432808,43636,389172,329556,103252
State - BIHAR (10),Odisha,5799,1166,4633,2931,2868
State - BIHAR (10),Chhattisgarh,2420,373,2047,1282,1138
State - BIHAR (10),Madhya Pradesh,5607,982,4625,3018,2589
State - BIHAR (10),Gujarat,2556,761,1795,1462,1094
State - BIHAR (10),Daman & Diu,6,2,4,6,0
State - BIHAR (10),Dadra & Nagar Haveli,107,23,84,82,25
State - BIHAR (10),Maharashtra,8261,1837,6424,5215,3046
State - BIHAR (10),Andhra Pradesh,1479,466,1013,804,675
State - BIHAR (10),Karnataka,1199,306,893,664,535
State - BIHAR (10),Goa,119,28,91,81,38
State - BIHAR (10),Lakshadweep,1448,625,823,1225,223
State - BIHAR (10),Kerala,1617,569,1048,440,1177
State - BIHAR (10),Tamil Nadu,996,372,624,524,472
State - BIHAR (10),Puducherry,64,13,51,51,13
State - BIHAR (10),Andaman & Nicobar Islands,26,12,14,9,17
State - BIHAR (10),Afganistan,80,31,49,55,25
State - BIHAR (10),Bangladesh,6190,2948,3242,3945,2245
State - BIHAR (10),Bhutan,365,126,239,276,89
State - BIHAR (10),China,3,2,1,2,1
State - BIHAR (10),Indonesia,8,2,6,7,1
State - BIHAR (10),Iran,5,3,2,4,1
State - BIHAR (10),Iraq,3,1,2,2,1
State - BIHAR (10),Japan,13,3,10,6,7
State - BIHAR (10),Kuwait,9,3,6,7,2
State - BIHAR (10),Malaysia,4,1,3,2,2
State - BIHAR (10),Mayanmar,1026,577,449,947,79
State - BIHAR (10),Nepal,254249,10372,243877,236127,18122
State - BIHAR (10),Pakistan,2820,1142,1678,1058,1762
State - BIHAR (10),Saudi Arabia,137,90,47,68,69
State - BIHAR (10),Singapore,21,5,16,17,4
State - BIHAR (10),Sri Lanka,4,0,4,2,2
State - BIHAR (10),Turkey,2,0,2,2,0
State - BIHAR (10),United Arab Emirates,18,12,6,7,11
State - BIHAR (10),Vietnam,257,42,215,228,29
State - BIHAR (10),France,2,0,2,1,1
State - BIHAR (10),Germany,2,1,1,1,1
State - BIHAR (10),UK,32,12,20,6,26
State - BIHAR (10),Kenya,13,8,5,3,10
State - BIHAR (10),Mauritius,4,2,2,1,3
State - BIHAR (10),Zambia,30,6,24,25,5
State - BIHAR (10),Canada,1,0,1,0,1
State - BIHAR (10),U.S.A.,80,33,47,24,56
State - BIHAR (10),Australia,151,53,98,140,11
State - BIHAR (10),Fiji,1,1,0,1,0
State - SIKKIM (11),Jammu & Kashmir,308,209,99,232,76
State - SIKKIM (11),Himachal Pradesh,239,123,116,131,108
State - SIKKIM (11),Punjab,344,261,83,238,106
State - SIKKIM (11),Chandigarh,20,9,11,12,8
State - SIKKIM (11),Uttarakhand,381,235,146,206,175
State - SIKKIM (11),Haryana,716,409,307,165,551
State - SIKKIM (11),NCT of Delhi,282,151,131,86,196
State - SIKKIM (11),Rajasthan,731,410,321,220,511
State - SIKKIM (11),Uttar Pradesh,2918,1706,1212,1071,1847
State - SIKKIM (11),Bihar,15601,9612,5989,4963,10638
State - SIKKIM (11),Arunachal Pradesh,397,223,174,302,95
State - SIKKIM (11),Nagaland,244,104,140,142,102
State - SIKKIM (11),Manipur,715,324,391,467,248
State - SIKKIM (11),Mizoram,51,23,28,32,19
State - SIKKIM (11),Tripura,108,63,45,54,54
State - SIKKIM (11),Meghalaya,343,153,190,164,179
State - SIKKIM (11),Assam,2864,1609,1255,1872,992
State - SIKKIM (11),West Bengal,37514,16437,21077,19149,18365
State - SIKKIM (11),Jharkhand,1171,921,250,914,257
State - SIKKIM (11),Odisha,801,586,215,337,464
State - SIKKIM (11),Chhattisgarh,56,31,25,29,27
State - SIKKIM (11),Madhya Pradesh,490,368,122,375,115
State - SIKKIM (11),Gujarat,77,46,31,42,35
State - SIKKIM (11),Daman & Diu,1,1,0,0,1
State - SIKKIM (11),Dadra & Nagar Haveli,1,1,0,1,0
State - SIKKIM (11),Maharashtra,267,148,119,158,109
State - SIKKIM (11),Andhra Pradesh,475,352,123,366,109
State - SIKKIM (11),Karnataka,135,79,56,59,76
State - SIKKIM (11),Goa,7,3,4,4,3
State - SIKKIM (11),Kerala,335,190,145,160,175
State - SIKKIM (11),Tamil Nadu,197,146,51,122,75
State - SIKKIM (11),Puducherry,2,2,0,1,1
State - SIKKIM (11),Andaman & Nicobar Islands,58,44,14,34,24
State - SIKKIM (11),Bangladesh,31,20,11,10,21
State - SIKKIM (11),Bhutan,1289,840,449,581,708
State - SIKKIM (11),China,374,178,196,124,250
State - SIKKIM (11),Japan,4,1,3,3,1
State - SIKKIM (11),Malaysia,10,6,4,2,8
State - SIKKIM (11),Nepal,19285,9399,9886,14999,4286
State - SIKKIM (11),Pakistan,5,0,5,2,3
State - SIKKIM (11),Singapore,8,1,7,4,4
State - SIKKIM (11),Germany,1,1,0,1,0
State - SIKKIM (11),UK,4,1,3,0,4
State - SIKKIM (11),U.S.A.,11,5,6,0,11
State - ARUNACHAL PRADESH (12),Jammu & Kashmir,244,163,81,134,110
State - ARUNACHAL PRADESH (12),Himachal Pradesh,331,225,106,165,166
State - ARUNACHAL PRADESH (12),Punjab,438,259,179,244,194
State - ARUNACHAL PRADESH (12),Chandigarh,28,11,17,17,11
State - ARUNACHAL PRADESH (12),Uttarakhand,683,410,273,293,390
State - ARUNACHAL PRADESH (12),Haryana,702,434,268,311,391
State - ARUNACHAL PRADESH (12),NCT of Delhi,234,108,126,96,138
State - ARUNACHAL PRADESH (12),Rajasthan,1794,1251,543,649,1145
State - ARUNACHAL PRADESH (12),Uttar Pradesh,9687,5909,3778,4235,5452
State - ARUNACHAL PRADESH (12),Bihar,24228,15269,8959,9318,14910
State - ARUNACHAL PRADESH (12),Sikkim,335,205,130,238,97
State - ARUNACHAL PRADESH (12),Nagaland,1110,536,574,680,430
State - ARUNACHAL PRADESH (12),Manipur,1833,995,838,1002,831
State - ARUNACHAL PRADESH (12),Mizoram,340,157,183,211,129
State - ARUNACHAL PRADESH (12),Tripura,1113,670,443,413,700
State - ARUNACHAL PRADESH (12),Meghalaya,1364,680,684,496,868
State - ARUNACHAL PRADESH (12),Assam,107242,57670,49572,66402,40840
State - ARUNACHAL PRADESH (12),West Bengal,9116,5612,3504,3380,5736
State - ARUNACHAL PRADESH (12),Jharkhand,1895,1327,568,1320,575
State - ARUNACHAL PRADESH (12),Odisha,2288,1494,794,1375,913
State - ARUNACHAL PRADESH (12),Chhattisgarh,198,99,99,135,63
State - ARUNACHAL PRADESH (12),Madhya Pradesh,312,164,148,137,175
State - ARUNACHAL PRADESH (12),Gujarat,56,33,23,35,21
State - ARUNACHAL PRADESH (12),Dadra & Nagar Haveli,1,0,1,0,1
State - ARUNACHAL PRADESH (12),Maharashtra,455,233,222,272,183
State - ARUNACHAL PRADESH (12),Andhra Pradesh,476,280,196,263,213
State - ARUNACHAL PRADESH (12),Karnataka,167,92,75,101,66
State - ARUNACHAL PRADESH (12),Goa,16,12,4,14,2
State - ARUNACHAL PRADESH (12),Lakshadweep,3,3,0,1,2
State - ARUNACHAL PRADESH (12),Kerala,2331,1372,959,698,1633
State - ARUNACHAL PRADESH (12),Tamil Nadu,374,246,128,146,228
State - ARUNACHAL PRADESH (12),Puducherry,6,3,3,3,3
State - ARUNACHAL PRADESH (12),Andaman & Nicobar Islands,2,2,0,1,1
State - ARUNACHAL PRADESH (12),Bangladesh,5441,2690,2751,5361,80
State - ARUNACHAL PRADESH (12),Bhutan,361,185,176,309,52
State - ARUNACHAL PRADESH (12),China,694,339,355,670,24
State - ARUNACHAL PRADESH (12),Kuwait,1,0,1,0,1
State - ARUNACHAL PRADESH (12),Mayanmar,434,187,247,428,6
State - ARUNACHAL PRADESH (12),Nepal,8256,5096,3160,5970,2286
State - ARUNACHAL PRADESH (12),Pakistan,154,88,66,145,9
State - ARUNACHAL PRADESH (12),Singapore,1,1,0,1,0
State - ARUNACHAL PRADESH (12),Germany,1,0,1,1,0
State - ARUNACHAL PRADESH (12),UK,13,7,6,4,9
State - ARUNACHAL PRADESH (12),U.S.A.,1,1,0,0,1
State - NAGALAND (13),Jammu & Kashmir,272,109,163,88,184
State - NAGALAND (13),Himachal Pradesh,313,103,210,136,177
State - NAGALAND (13),Punjab,412,198,214,137,275
State - NAGALAND (13),Chandigarh,23,12,11,10,13
State - NAGALAND (13),Uttarakhand,830,312,518,331,499
State - NAGALAND (13),Haryana,400,195,205,96,304
State - NAGALAND (13),NCT of Delhi,3,2,1,1,2
State - NAGALAND (13),Rajasthan,2604,1681,923,396,2208
State - NAGALAND (13),Uttar Pradesh,4383,2521,1862,1118,3265
State - NAGALAND (13),Bihar,18994,13043,5951,3289,15705
State - NAGALAND (13),Sikkim,159,81,78,57,102
State - NAGALAND (13),Arunachal Pradesh,893,452,441,474,419
State - NAGALAND (13),Manipur,15456,7395,8061,6584,8872
State - NAGALAND (13),Mizoram,387,145,242,86,301
State - NAGALAND (13),Tripura,3151,1941,1210,456,2695
State - NAGALAND (13),Meghalaya,1082,478,604,372,710
State - NAGALAND (13),Assam,55766,31766,24000,24365,31401
State - NAGALAND (13),West Bengal,3967,2223,1744,861,3106
State - NAGALAND (13),Jharkhand,1542,1048,494,950,592
State - NAGALAND (13),Odisha,1445,821,624,433,1012
State - NAGALAND (13),Chhattisgarh,166,78,88,91,75
State - NAGALAND (13),Madhya Pradesh,244,120,124,97,147
State - NAGALAND (13),Gujarat,75,30,45,12,63
State - NAGALAND (13),Dadra & Nagar Haveli,2,1,1,0,2
State - NAGALAND (13),Maharashtra,310,116,194,83,227
State - NAGALAND (13),Andhra Pradesh,345,163,182,103,242
State - NAGALAND (13),Karnataka,220,96,124,59,161
State - NAGALAND (13),Goa,6,4,2,5,1
State - NAGALAND (13),Lakshadweep,4,4,0,4,0
State - NAGALAND (13),Kerala,1479,809,670,397,1082
State - NAGALAND (13),Tamil Nadu,374,197,177,89,285
State - NAGALAND (13),Puducherry,9,3,6,3,6
State - NAGALAND (13),Andaman & Nicobar Islands,14,4,10,4,10
State - NAGALAND (13),Afganistan,1,1,0,0,1
State - NAGALAND (13),Bangladesh,222,117,105,74,148
State - NAGALAND (13),Bhutan,38,18,20,17,21
State - NAGALAND (13),China,16,7,9,0,16
State - NAGALAND (13),Indonesia,1,0,1,1,0
State - NAGALAND (13),Malaysia,2,0,2,0,2
State - NAGALAND (13),Mayanmar,458,221,237,347,111
State - NAGALAND (13),Nepal,5991,3689,2302,2760,3231
State - NAGALAND (13),Pakistan,27,14,13,10,17
State - NAGALAND (13),Singapore,1,1,0,0,1
State - NAGALAND (13),France,2,2,0,0,2
State - NAGALAND (13),Germany,1,1,0,0,1
State - NAGALAND (13),UK,12,4,8,2,10
State - NAGALAND (13),U.S.A.,10,5,5,5,5
State - MANIPUR (14),Jammu & Kashmir,131,75,56,105,26
State - MANIPUR (14),Himachal Pradesh,105,54,51,75,30
State - MANIPUR (14),Punjab,119,50,69,27,92
State - MANIPUR (14),Chandigarh,5,2,3,3,2
State - MANIPUR (14),Uttarakhand,82,47,35,57,25
State - MANIPUR (14),Haryana,101,64,37,28,73
State - MANIPUR (14),NCT of Delhi,155,62,93,30,125
State - MANIPUR (14),Rajasthan,802,443,359,79,723
State - MANIPUR (14),Uttar Pradesh,929,576,353,181,748
State - MANIPUR (14),Bihar,3296,2112,1184,486,2810
State - MANIPUR (14),Sikkim,367,204,163,336,31
State - MANIPUR (14),Arunachal Pradesh,93,27,66,50,43
State - MANIPUR (14),Nagaland,1497,523,974,1039,458
State - MANIPUR (14),Mizoram,1382,608,774,1070,312
State - MANIPUR (14),Tripura,925,406,519,443,482
State - MANIPUR (14),Meghalaya,421,143,278,245,176
State - MANIPUR (14),Assam,8325,2988,5337,4635,3690
State - MANIPUR (14),West Bengal,731,376,355,320,411
State - MANIPUR (14),Jharkhand,110,61,49,37,73
State - MANIPUR (14),Odisha,107,69,38,36,71
State - MANIPUR (14),Chhattisgarh,11,4,7,6,5
State - MANIPUR (14),Madhya Pradesh,88,44,44,52,36
State - MANIPUR (14),Gujarat,29,12,17,10,19
State - MANIPUR (14),Maharashtra,155,78,77,99,56
State - MANIPUR (14),Andhra Pradesh,41,19,22,14,27
State - MANIPUR (14),Karnataka,46,23,23,12,34
State - MANIPUR (14),Goa,4,2,2,1,3
State - MANIPUR (14),Lakshadweep,22,12,10,20,2
State - MANIPUR (14),Kerala,152,81,71,56,96
State - MANIPUR (14),Tamil Nadu,126,67,59,18,108
State - MANIPUR (14),Andaman & Nicobar Islands,11,7,4,8,3
State - MANIPUR (14),Bangladesh,530,291,239,293,237
State - MANIPUR (14),Bhutan,7,2,5,4,3
State - MANIPUR (14),China,2,0,2,1,1
State - MANIPUR (14),Indonesia,1,0,1,0,1
State - MANIPUR (14),Japan,1,0,1,0,1
State - MANIPUR (14),Mayanmar,443,190,253,262,181
State - MANIPUR (14),Nepal,681,448,233,448,233
State - MANIPUR (14),Pakistan,11,7,4,0,11
State - MANIPUR (14),United Arab Emirates,1,1,0,0,1
State - MANIPUR (14),France,1,0,1,0,1
State - MANIPUR (14),Germany,1,0,1,1,0
State - MANIPUR (14),UK,2,1,1,2,0
State - MANIPUR (14),U.S.A.,4,1,3,1,3
State - MANIPUR (14),Australia,1,1,0,1,0
State - MIZORAM (15),Jammu & Kashmir,86,43,43,26,60
State - MIZORAM (15),Himachal Pradesh,50,22,28,6,44
State - MIZORAM (15),Punjab,142,78,64,16,126
State - MIZORAM (15),Chandigarh,11,7,4,1,10
State - MIZORAM (15),Uttarakhand,169,83,86,17,152
State - MIZORAM (15),Haryana,71,41,30,0,71
State - MIZORAM (15),NCT of Delhi,99,54,45,6,93
State - MIZORAM (15),Rajasthan,112,84,28,13,99
State - MIZORAM (15),Uttar Pradesh,575,324,251,61,514
State - MIZORAM (15),Bihar,1685,1266,419,260,1425
State - MIZORAM (15),Sikkim,73,44,29,18,55
State - MIZORAM (15),Arunachal Pradesh,244,115,129,50,194
State - MIZORAM (15),Nagaland,499,244,255,44,455
State - MIZORAM (15),Manipur,14644,7574,7070,6063,8581
State - MIZORAM (15),Tripura,4258,2169,2089,2784,1474
State - MIZORAM (15),Meghalaya,2021,984,1037,175,1846
State - MIZORAM (15),Assam,17815,11469,6346,5944,11871
State - MIZORAM (15),West Bengal,799,517,282,159,640
State - MIZORAM (15),Jharkhand,1544,1352,192,552,992
State - MIZORAM (15),Odisha,85,47,38,9,76
State - MIZORAM (15),Chhattisgarh,19,11,8,2,17
State - MIZORAM (15),Madhya Pradesh,77,47,30,4,73
State - MIZORAM (15),Gujarat,17,9,8,0,17
State - MIZORAM (15),Maharashtra,82,41,41,17,65
State - MIZORAM (15),Andhra Pradesh,82,38,44,7,75
State - MIZORAM (15),Karnataka,77,26,51,12,65
State - MIZORAM (15),Goa,5,3,2,0,5
State - MIZORAM (15),Lakshadweep,1,0,1,0,1
State - MIZORAM (15),Kerala,348,206,142,40,308
State - MIZORAM (15),Tamil Nadu,113,67,46,22,91
State - MIZORAM (15),Puducherry,3,2,1,0,3
State - MIZORAM (15),Andaman & Nicobar Islands,5,4,1,1,4
State - MIZORAM (15),Bangladesh,1009,466,543,740,269
State - MIZORAM (15),Bhutan,7,4,3,1,6
State - MIZORAM (15),China,4,2,2,2,2
State - MIZORAM (15),Japan,2,2,0,0,2
State - MIZORAM (15),Kuwait,2,2,0,0,2
State - MIZORAM (15),Mayanmar,13185,5882,7303,6475,6710
State - MIZORAM (15),Nepal,1342,921,421,357,985
State - MIZORAM (15),Pakistan,16,8,8,15,1
State - MIZORAM (15),UK,4,3,1,1,3
State - MIZORAM (15),U.S.A.,3,0,3,0,3
State - TRIPURA (16),Jammu & Kashmir,223,138,85,133,90
State - TRIPURA (16),Himachal Pradesh,67,37,30,27,40
State - TRIPURA (16),Punjab,116,59,57,21,95
State - TRIPURA (16),Chandigarh,11,9,2,2,9
State - TRIPURA (16),Uttarakhand,149,68,81,30,119
State - TRIPURA (16),Haryana,133,78,55,42,91
State - TRIPURA (16),NCT of Delhi,194,92,102,55,139
State - TRIPURA (16),Rajasthan,481,259,222,86,395
State - TRIPURA (16),Uttar Pradesh,1630,1077,553,839,791
State - TRIPURA (16),Bihar,12147,7177,4970,8796,3351
State - TRIPURA (16),Sikkim,18,8,10,3,15
State - TRIPURA (16),Arunachal Pradesh,274,105,169,119,155
State - TRIPURA (16),Nagaland,655,269,386,318,337
State - TRIPURA (16),Manipur,628,252,376,317,311
State - TRIPURA (16),Mizoram,16834,8472,8362,16681,153
State - TRIPURA (16),Meghalaya,1292,477,815,535,757
State - TRIPURA (16),Assam,29868,9835,20033,18856,11012
State - TRIPURA (16),West Bengal,5692,2631,3061,1411,4281
State - TRIPURA (16),Jharkhand,14455,8190,6265,13201,1254
State - TRIPURA (16),Odisha,346,190,156,95,251
State - TRIPURA (16),Chhattisgarh,52,27,25,22,30
State - TRIPURA (16),Madhya Pradesh,178,83,95,61,117
State - TRIPURA (16),Gujarat,98,60,38,15,83
State - TRIPURA (16),Dadra & Nagar Haveli,2,1,1,2,0
State - TRIPURA (16),Maharashtra,241,114,127,55,186
State - TRIPURA (16),Andhra Pradesh,181,95,86,42,139
State - TRIPURA (16),Karnataka,93,40,53,20,73
